"id","codigo_barra","nombre","categoria","subcategoria","precio","descripcion","imagen","oferta","nuevo","mas_vendido","marca","unidad_medida","stock","estado"
,47,"PIZZA DE LA CASA","ROTISERIA",,"250.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7734284001448,"POMELO PASO DE LOS TOROS 2.5 L","BEBIDAS SIN ALCOHOL",,"190.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,28,"PRIMOCAO ADULTO 1K","MASCOTAS",,"105.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","si","no",,,,
,32,"PRIMOGATO 1K","MASCOTAS",,"195.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,33,"PRIMOGATO 500G","MASCOTAS",,"98.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,18,"QUESO FRESCO COLONIA","FIAMBRERIA",,"550.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/181711.gif","no","no","no",,,,
,877,"QUESO RALLADO SUELTO 40G","FIAMBRERIA",,"45.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730979490030,"RASTAMAN ALF CHOCOLATE X3 100G","SNACKS/DULCES",,"75.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7734284001608,"REF.PASO D.L.T.LIGHT POM.2.5LT","BEBIDAS SIN ALCOHOL",,"190.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7734284224083,"REF.PASO D.L.TOROS LIGHT 1.5L","BEBIDAS SIN ALCOHOL",,"145.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7734284254080,"REF.PASO D.L.TOROS TONICA 1.5L","BEBIDAS SIN ALCOHOL",,"145.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/7734284254080.jpg","no","no","si",,,,
,7734284244081,"REF.PASO DE LOS T.POM.1.5 LT","BEBIDAS SIN ALCOHOL",,"145.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730197252960,"REF.SPRITE PET.1.5L","BEBIDAS SIN ALCOHOL",,"150.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730963950014,"REFR. LIMOL S/LIMA 2L","BEBIDAS SIN ALCOHOL",,"95.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730963950021,"REFR. LIMOL S/NARANJA 2L","BEBIDAS SIN ALCOHOL",,"95.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730197010928,"REFRESCO COCA ZERO","BEBIDAS SIN ALCOHOL",,"70.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,45,"REFUERZO","ROTISERIA",,"50.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7893218003603,"SMIR.ICE 275ML","BEBIDAS ALCOHOLICAS",,"115.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","si","no",,,,
,7730117007564,"SORCHANTES PAN INTEGRAL OFERTA","PANADERIA",,"165.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730197009793,"SPRITE 1.5L SIN AZUCAR","BEBIDAS ALCOHOLICAS",,"150.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/7730197009793.jpg","no","no","no",,,,
,7730197006648,"SPRITE 2.25L","BEBIDAS SIN ALCOHOL",,"185.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/7730197006648.jpg","no","no","no",,,,
,7730452003108,"STELLA ARTOIS 1LT","BEBIDAS ALCOHOLICAS",,"230.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7792798013975,"STELLA ARTOIS LAGER 710CC","BEBIDAS ALCOHOLICAS",,"185.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7792798010615,"STELLA ARTOIS LTA 473CM","BEBIDAS ALCOHOLICAS",,"135.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730104012595,"TABACO CERRITO","TABACO",,"150.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/tabaco.png","no","no","no",,,,
,40,"TARTA DE ATUN","ROTISERIA",,"110.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,38,"TARTA DE JAMON Y QUESO","ROTISERIA",,"110.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,41,"TARTA NAPOLITANA","ROTISERIA",,"110.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730117006581,"TORTUGA SORCHANTES X 6","PANADERIA",,"118.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","si","si","no",,,,
,5000292263126,"VAT 69","BEBIDAS ALCOHOLICAS",,"230.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","si","no",,,,
,7730540000200,"VINO FAISAN MOSC.ROS.TETRA 1L","BEBIDAS ALCOHOLICAS",,"140.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730540000170,"VINO FAISAN MOSCATEL BLANCO 1L","BEBIDAS ALCOHOLICAS",,"140.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730540000194,"VINO FAISAN ROS.MOS.DCE.TET.1L","BEBIDAS ALCOHOLICAS",,"140.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730540000347,"VINO FAISAN TANNAT MERLOT 3L","BEBIDAS ALCOHOLICAS",,"395.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730540000187,"VINO FAISAN TINTO TETRA 1L","BEBIDAS ALCOHOLICAS",,"140.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730999400354,"VINO ROSES 1 LT","BEBIDAS ALCOHOLICAS",,"147.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/7730999400354.jpg","no","no","no",,,,
,7730999400392,"VINO ROSES 1 LT","BEBIDAS ALCOHOLICAS",,"146.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7891141038778,"VINO SANGRE DE BOI 720ML N","BEBIDAS ALCOHOLICAS",,"195.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7804320759463,"VINO VIÑA MAIPO","BEBIDAS ALCOHOLICAS",,"149.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730911910169,"VODKA HISTORY 1 LT","BEBIDAS ALCOHOLICAS",,"325.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730911910183,"VODKA HISTORY 200 ML","BEBIDAS ALCOHOLICAS",,"115.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,50196838,"WHISKY BLACK WHITE 200ML","BEBIDAS ALCOHOLICAS",,"215.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,77311283,"WHISKY GREGSON'S 190 ML","BEBIDAS ALCOHOLICAS",,"170.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,5011007003227,"WHISKY JAMESON 1L","BEBIDAS ALCOHOLICAS",,"1.42",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,5000267015200,"WHISKY JOHNNIE WALKER PETACA","BEBIDAS ALCOHOLICAS",,"370.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730965912539,"WHISKY MAC PAY CLAIC 190ML7730","BEBIDAS ALCOHOLICAS",,"130.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,5060116320589,"WHISKY SIR EDWAR`S 1LT","BEBIDAS ALCOHOLICAS",,"720.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","si","no","no",,,,
,5000292262716,"WHISKY VAT 69","BEBIDAS ALCOHOLICAS",,"890.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/5000292262716.jpg","no","no","no",,,,
,5000265001199,"WHISKY WHITE HORSE PET.200ML","BEBIDAS ALCOHOLICAS",,"290.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730241003906,"YERBA BALDO COMUN 1/2","ALMACEN",,"115.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730241003920,"YERBA BALDO COMUN 1KG","ALMACEN",,"210.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730979740012,"YOYO JUANITOS 90GRS","SNACKS/DULCES",,"80.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","si","no",,,,
,7730452005003,"ZILLERTAL APA","BEBIDAS ALCOHOLICAS",,"215.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
,7730452004990,"ZILLERTAL APA LATA X6 473","BEBIDAS ALCOHOLICAS",,"130.0",,"/home/tino/Proyectos/liamya-main/app/backend/data/imagenes_productos/no-image.png","no","no","no",,,,
